               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.041496,            0.015007,            0.038959,             0.76934,             0.25659,             0.31599,             0.16362,            0.036998,           0.0084039,            0.037615,           0.0093565,           0.0093565,           0.0093565
                  15,            0.042461,            0.015018,             0.03634,             0.84995,             0.26333,               0.356,             0.17731,            0.035846,           0.0083049,            0.031133,            0.009307,            0.009307,            0.009307
                  16,              0.0415,            0.014908,            0.035231,             0.85078,             0.22724,             0.33383,              0.1709,            0.036801,           0.0088258,            0.031012,           0.0092575,           0.0092575,           0.0092575
                  17,            0.042335,            0.015216,            0.032751,             0.78027,             0.32344,             0.42923,             0.21424,            0.035522,           0.0080301,             0.02803,            0.009208,            0.009208,            0.009208
                  18,            0.041347,            0.014871,            0.032326,             0.83715,             0.32429,             0.48277,             0.22299,            0.036322,           0.0074769,            0.026607,           0.0091585,           0.0091585,           0.0091585
                  19,            0.042523,            0.014413,            0.030307,             0.55569,             0.45072,             0.46544,             0.23136,              0.0344,           0.0077841,            0.026868,            0.009109,            0.009109,            0.009109
                  20,            0.040747,            0.014669,            0.029545,             0.55121,             0.42079,             0.47834,             0.25642,            0.034869,           0.0077905,             0.02802,           0.0090595,           0.0090595,           0.0090595
                  21,            0.040658,            0.015084,            0.028335,             0.57925,             0.50467,             0.50109,             0.25828,            0.034839,           0.0077494,            0.025472,             0.00901,             0.00901,             0.00901
                  22,            0.040479,            0.014712,             0.02654,             0.67854,             0.52791,             0.56468,             0.30394,            0.033299,           0.0072901,            0.026735,           0.0089605,           0.0089605,           0.0089605
                  23,            0.040394,            0.014169,            0.025908,             0.88596,             0.44057,             0.58085,             0.31024,             0.03407,           0.0074093,            0.023257,            0.008911,            0.008911,            0.008911
                  24,            0.040155,            0.013649,            0.024079,             0.69003,             0.60246,             0.59704,             0.29393,            0.035531,           0.0073778,            0.018832,           0.0088615,           0.0088615,           0.0088615
                  25,            0.039726,            0.014374,            0.022016,             0.75104,             0.58305,             0.64338,             0.33441,            0.034056,           0.0074375,            0.019787,            0.008812,            0.008812,            0.008812
                  26,            0.040193,            0.013634,            0.021801,             0.66924,             0.53627,             0.57007,             0.31195,            0.034803,           0.0076775,            0.023975,           0.0087625,           0.0087625,           0.0087625
                  27,            0.039417,             0.01364,            0.020656,             0.82155,             0.43858,             0.54647,             0.27345,             0.03626,           0.0082021,            0.020744,            0.008713,            0.008713,            0.008713
                  28,            0.039811,            0.013938,            0.021087,             0.72855,             0.60049,             0.65843,             0.35392,            0.032591,           0.0070801,            0.017602,           0.0086635,           0.0086635,           0.0086635
                  29,            0.039071,            0.013564,            0.016814,             0.81006,             0.55424,             0.63752,             0.32288,            0.034148,           0.0071282,            0.015856,            0.008614,            0.008614,            0.008614
                  30,            0.038492,            0.013285,            0.018011,             0.76597,             0.53435,             0.63234,             0.33014,            0.032521,            0.007288,            0.019527,           0.0085645,           0.0085645,           0.0085645
                  31,            0.038731,            0.013632,            0.018971,             0.81561,             0.60846,             0.66789,             0.36475,             0.03255,           0.0068246,             0.01512,            0.008515,            0.008515,            0.008515
                  32,             0.03829,            0.013623,            0.018906,             0.69744,             0.64883,             0.72168,             0.38808,            0.032622,           0.0069955,            0.014891,           0.0084655,           0.0084655,           0.0084655
                  33,            0.037321,            0.012619,            0.017474,             0.84231,             0.63116,             0.74472,             0.40916,            0.032356,           0.0071247,            0.012932,            0.008416,            0.008416,            0.008416
                  34,            0.037938,            0.013078,            0.018691,             0.83229,             0.57345,             0.63381,             0.33142,            0.033927,           0.0075937,            0.017927,           0.0083665,           0.0083665,           0.0083665
                  35,            0.037754,             0.01346,            0.017113,             0.77279,             0.64259,             0.71739,             0.37694,             0.03248,             0.00679,            0.014462,            0.008317,            0.008317,            0.008317
                  36,            0.038369,            0.012834,            0.016522,             0.82315,             0.69633,             0.75894,             0.40276,             0.03302,           0.0067266,            0.013906,           0.0082675,           0.0082675,           0.0082675
                  37,            0.037721,              0.0127,            0.015458,             0.70798,             0.69783,             0.75742,             0.41407,            0.032182,            0.007206,            0.011771,            0.008218,            0.008218,            0.008218
                  38,            0.037924,            0.012116,            0.016779,             0.85403,             0.61587,             0.71025,             0.39124,             0.03206,           0.0067713,            0.013707,           0.0081685,           0.0081685,           0.0081685
                  39,            0.037328,             0.01285,            0.016113,              0.8793,             0.61225,              0.7351,             0.41103,            0.032386,           0.0072823,            0.014705,            0.008119,            0.008119,            0.008119
                  40,             0.03667,            0.012989,            0.014827,             0.86782,             0.72774,             0.85069,             0.45695,            0.031469,           0.0068474,            0.013751,           0.0080695,           0.0080695,           0.0080695
                  41,            0.036239,            0.012755,            0.014803,             0.77102,             0.75694,             0.82062,             0.48147,            0.031276,           0.0069292,            0.011407,             0.00802,             0.00802,             0.00802
                  42,            0.036946,            0.012386,            0.015552,             0.85924,             0.70314,             0.76246,             0.42648,            0.032422,           0.0066085,            0.012769,           0.0079705,           0.0079705,           0.0079705
                  43,            0.036732,            0.012985,            0.014287,             0.79854,             0.64377,             0.73518,             0.39928,            0.032918,           0.0078052,              0.0156,            0.007921,            0.007921,            0.007921
                  44,            0.037559,            0.012516,            0.014267,             0.81514,             0.73041,             0.86002,             0.44977,            0.031339,           0.0067606,            0.011244,           0.0078715,           0.0078715,           0.0078715
                  45,            0.036851,            0.012176,            0.011576,             0.88555,              0.7018,             0.82173,              0.4295,            0.033487,           0.0063706,            0.010221,            0.007822,            0.007822,            0.007822
                  46,            0.036245,             0.01233,            0.012536,             0.75081,             0.76699,             0.80422,             0.46703,            0.030187,           0.0064457,            0.010839,           0.0077725,           0.0077725,           0.0077725
                  47,            0.035551,            0.012066,             0.01305,             0.85404,               0.693,             0.81688,             0.44047,            0.031142,           0.0067915,            0.009869,            0.007723,            0.007723,            0.007723
                  48,            0.035722,            0.012663,            0.014982,             0.75532,             0.65089,             0.73045,             0.40106,            0.033134,           0.0074053,            0.016517,           0.0076735,           0.0076735,           0.0076735
                  49,             0.03618,            0.012026,            0.012415,             0.87098,             0.70097,             0.80342,              0.4666,            0.029961,           0.0064635,            0.010863,            0.007624,            0.007624,            0.007624
                  50,            0.035517,            0.012058,            0.012176,             0.74154,              0.8144,              0.8675,             0.43234,            0.031978,           0.0067877,            0.010266,           0.0075745,           0.0075745,           0.0075745
                  51,            0.035977,            0.011684,            0.013399,             0.71198,             0.78627,             0.77917,              0.4287,            0.032448,           0.0073158,            0.013489,            0.007525,            0.007525,            0.007525
                  52,            0.035274,            0.012177,            0.011957,             0.77001,             0.87408,             0.90442,               0.519,            0.029905,           0.0065193,            0.010745,           0.0074755,           0.0074755,           0.0074755
                  53,            0.034983,            0.011983,            0.011624,             0.83661,             0.78615,             0.83212,             0.47776,            0.030089,           0.0064341,           0.0096151,            0.007426,            0.007426,            0.007426
                  54,            0.035033,            0.011735,            0.012416,             0.94132,             0.75588,               0.907,             0.50288,            0.030791,           0.0066356,           0.0084118,           0.0073765,           0.0073765,           0.0073765
                  55,            0.034064,            0.012141,            0.010463,             0.89139,             0.77839,             0.84261,             0.48126,            0.029904,           0.0064614,            0.007979,            0.007327,            0.007327,            0.007327
                  56,            0.034256,            0.011626,            0.010272,              0.8695,             0.74515,             0.82843,             0.47047,            0.030066,           0.0064253,            0.011991,           0.0072775,           0.0072775,           0.0072775
                  57,            0.035484,            0.011954,            0.010327,             0.87464,             0.81883,             0.89148,             0.48449,            0.030436,           0.0065931,            0.010473,            0.007228,            0.007228,            0.007228
                  58,            0.034914,             0.01136,            0.011328,             0.87857,             0.80505,             0.84946,             0.51128,            0.029796,           0.0064035,           0.0092359,           0.0071785,           0.0071785,           0.0071785
                  59,            0.034227,            0.011928,            0.010406,               0.913,             0.81561,             0.89712,             0.49545,            0.030354,           0.0061065,           0.0097098,            0.007129,            0.007129,            0.007129
                  60,            0.034247,            0.011863,           0.0095466,             0.87835,             0.81298,              0.9027,             0.54535,            0.029379,           0.0065461,            0.011897,           0.0070795,           0.0070795,           0.0070795
                  61,            0.034694,            0.011782,            0.010631,             0.92158,             0.78942,             0.85694,             0.49669,            0.028306,           0.0064481,           0.0085272,             0.00703,             0.00703,             0.00703
                  62,            0.034068,            0.011615,           0.0097086,             0.93327,             0.88261,             0.93083,             0.52855,            0.029544,           0.0060062,           0.0090193,           0.0069805,           0.0069805,           0.0069805
                  63,            0.033265,             0.01169,           0.0088918,             0.88275,             0.78922,             0.93671,             0.56685,            0.028989,            0.006086,           0.0077996,            0.006931,            0.006931,            0.006931
                  64,             0.03274,            0.011175,           0.0084387,             0.92253,             0.76176,              0.9229,             0.54288,            0.030509,           0.0062784,            0.010004,           0.0068815,           0.0068815,           0.0068815
                  65,             0.03416,            0.011708,           0.0088016,             0.94416,             0.79274,             0.85784,             0.50038,            0.029271,           0.0065296,            0.008424,            0.006832,            0.006832,            0.006832
                  66,            0.032806,            0.011269,           0.0090077,             0.92311,              0.8147,             0.85845,             0.51527,            0.029546,           0.0061808,           0.0077313,           0.0067825,           0.0067825,           0.0067825
                  67,            0.033098,            0.011232,           0.0091553,             0.87129,             0.89019,              0.9128,             0.54109,            0.029116,            0.006051,           0.0086119,            0.006733,            0.006733,            0.006733
                  68,            0.033139,            0.011221,            0.010594,             0.91082,              0.8829,             0.93201,             0.55225,            0.028895,           0.0062026,            0.006567,           0.0066835,           0.0066835,           0.0066835
                  69,            0.032404,            0.011323,           0.0099597,             0.84729,             0.91771,             0.93704,             0.55101,            0.028628,           0.0063497,           0.0072729,            0.006634,            0.006634,            0.006634
                  70,            0.032935,             0.01114,           0.0085847,             0.95172,             0.81233,             0.94609,             0.56868,            0.028596,           0.0058636,            0.006483,           0.0065845,           0.0065845,           0.0065845
                  71,            0.033422,            0.011447,           0.0094224,             0.90837,             0.82663,             0.91534,             0.51726,            0.029166,           0.0060844,           0.0058849,            0.006535,            0.006535,            0.006535
                  72,            0.032755,            0.011322,           0.0089977,             0.91711,             0.81941,             0.86747,             0.50345,            0.028703,           0.0062241,           0.0074763,           0.0064855,           0.0064855,           0.0064855
                  73,            0.032649,            0.011302,           0.0097613,             0.90122,             0.79061,             0.85175,             0.50418,            0.029215,           0.0064632,            0.009424,            0.006436,            0.006436,            0.006436
                  74,            0.033026,            0.011225,           0.0083416,              0.9345,              0.8244,              0.8925,             0.52148,            0.028905,           0.0061404,           0.0066928,           0.0063865,           0.0063865,           0.0063865
                  75,            0.031592,            0.010717,           0.0074341,              0.9231,             0.79292,             0.88503,             0.55841,             0.02899,           0.0061866,           0.0078929,            0.006337,            0.006337,            0.006337
                  76,            0.031265,             0.01063,           0.0088574,             0.92783,             0.79197,             0.85292,             0.51602,            0.028875,            0.006503,            0.010491,           0.0062875,           0.0062875,           0.0062875
                  77,            0.030646,            0.010556,           0.0085652,              0.9428,             0.80772,              0.9393,             0.57219,            0.028392,           0.0062303,           0.0070103,            0.006238,            0.006238,            0.006238
                  78,             0.03245,            0.010748,           0.0088374,             0.87541,             0.77818,             0.85354,             0.49166,            0.029416,           0.0068096,           0.0096348,           0.0061885,           0.0061885,           0.0061885
                  79,            0.031986,            0.011284,           0.0083753,             0.93158,             0.79085,             0.84741,              0.5166,            0.029291,           0.0064813,            0.011884,            0.006139,            0.006139,            0.006139
                  80,            0.031913,            0.010913,            0.008578,             0.87598,              0.9128,             0.94656,             0.51016,            0.029003,            0.006268,           0.0068971,           0.0060895,           0.0060895,           0.0060895
                  81,            0.031525,            0.010811,           0.0074992,             0.89619,             0.82427,              0.9319,             0.50105,            0.029592,           0.0061454,           0.0075181,             0.00604,             0.00604,             0.00604
                  82,             0.03095,            0.010866,           0.0069299,             0.91658,             0.81895,             0.86268,             0.52574,            0.028452,           0.0062666,           0.0081782,           0.0059905,           0.0059905,           0.0059905
                  83,            0.031316,            0.010434,           0.0073254,             0.90502,             0.82509,             0.92893,              0.5353,              0.0289,           0.0064899,           0.0088792,            0.005941,            0.005941,            0.005941
                  84,            0.031154,             0.01043,           0.0074756,             0.93015,             0.79666,             0.85373,             0.51484,             0.02924,            0.006339,           0.0099932,           0.0058915,           0.0058915,           0.0058915
                  85,            0.031428,            0.010809,             0.00664,             0.92724,             0.83056,             0.86836,             0.53763,            0.028406,           0.0061196,           0.0075559,            0.005842,            0.005842,            0.005842
                  86,            0.030984,             0.01039,            0.006767,             0.96123,             0.82089,             0.94302,             0.54264,            0.029369,           0.0062633,           0.0074174,           0.0057925,           0.0057925,           0.0057925
                  87,            0.031279,            0.010452,           0.0074679,              0.9398,             0.82238,             0.94701,             0.57997,            0.027876,           0.0060835,           0.0060647,            0.005743,            0.005743,            0.005743
                  88,            0.030818,            0.010059,           0.0061898,             0.92277,             0.80078,             0.87035,              0.5258,            0.029252,           0.0067839,            0.010388,           0.0056935,           0.0056935,           0.0056935
                  89,            0.031316,            0.010422,           0.0082544,             0.95291,             0.80937,             0.89545,             0.53709,            0.028023,           0.0063312,           0.0083687,            0.005644,            0.005644,            0.005644
                  90,            0.031668,            0.010496,           0.0076078,               0.923,             0.81719,               0.896,             0.52744,            0.028628,           0.0061816,           0.0070305,           0.0055945,           0.0055945,           0.0055945
                  91,            0.029959,            0.010567,            0.007302,             0.92657,             0.83049,             0.87032,             0.53116,            0.028293,           0.0061732,           0.0063436,            0.005545,            0.005545,            0.005545
                  92,            0.030883,            0.010059,           0.0070263,             0.94778,             0.81794,             0.87534,             0.53886,            0.028498,           0.0063773,           0.0069488,           0.0054955,           0.0054955,           0.0054955
                  93,            0.030747,            0.010679,           0.0072524,             0.95879,             0.81586,             0.86839,             0.51739,            0.028788,           0.0063558,           0.0071464,            0.005446,            0.005446,            0.005446
                  94,            0.030556,            0.010419,           0.0062414,             0.96455,             0.81328,              0.8829,             0.52446,            0.028294,           0.0061514,           0.0062324,           0.0053965,           0.0053965,           0.0053965
                  95,            0.030205,            0.010218,           0.0056543,             0.93463,             0.81954,             0.88142,              0.5488,            0.027927,           0.0062434,           0.0066982,            0.005347,            0.005347,            0.005347
                  96,            0.030456,           0.0099341,           0.0056189,              0.9104,              0.8364,             0.86636,             0.54905,            0.028026,           0.0061412,           0.0074303,           0.0052975,           0.0052975,           0.0052975
                  97,            0.030424,            0.010284,           0.0059618,             0.90365,             0.84602,             0.87289,             0.55196,            0.027767,           0.0060018,           0.0078906,            0.005248,            0.005248,            0.005248
                  98,            0.030347,           0.0096093,           0.0059412,             0.95504,             0.81813,             0.87395,             0.55197,            0.027699,           0.0059691,           0.0066965,           0.0051985,           0.0051985,           0.0051985
                  99,            0.029735,           0.0099639,           0.0059068,             0.94088,             0.83101,             0.87536,              0.5541,            0.027717,           0.0061073,           0.0068827,            0.005149,            0.005149,            0.005149
                 100,             0.02936,           0.0098178,           0.0061996,             0.93461,             0.81536,              0.9093,             0.58714,            0.027554,           0.0061446,            0.007022,           0.0050995,           0.0050995,           0.0050995
                 101,            0.029087,            0.010037,           0.0056218,             0.96182,             0.82835,              0.9555,              0.5967,            0.027779,           0.0059695,           0.0052186,             0.00505,             0.00505,             0.00505
                 102,            0.030178,            0.010054,            0.005324,             0.96521,             0.82339,             0.87426,             0.54363,            0.027655,           0.0061931,           0.0061589,           0.0050005,           0.0050005,           0.0050005
                 103,            0.029948,           0.0097479,           0.0049259,              0.9499,              0.8407,             0.87675,             0.55382,            0.027436,           0.0060529,           0.0070955,            0.004951,            0.004951,            0.004951
                 104,             0.02889,             0.01008,           0.0054614,             0.96331,             0.83089,             0.88632,             0.54309,            0.028046,           0.0061602,           0.0066237,           0.0049015,           0.0049015,           0.0049015
                 105,            0.029865,            0.010112,           0.0059734,             0.96369,             0.82472,             0.88188,             0.55675,            0.027673,           0.0061239,           0.0077772,            0.004852,            0.004852,            0.004852
                 106,            0.028146,           0.0094687,           0.0056292,             0.92696,             0.83308,             0.94404,             0.59304,            0.027739,           0.0062116,           0.0090313,           0.0048025,           0.0048025,           0.0048025
                 107,            0.028631,           0.0099171,           0.0046062,               0.952,             0.82169,             0.93942,             0.59401,            0.027757,           0.0062905,           0.0089667,            0.004753,            0.004753,            0.004753
                 108,            0.029537,           0.0098067,           0.0051197,             0.94225,             0.82827,              0.9393,             0.59104,            0.028408,           0.0064167,           0.0077727,           0.0047035,           0.0047035,           0.0047035
                 109,            0.027819,           0.0098556,           0.0047711,             0.94775,              0.8386,             0.87641,             0.53928,            0.027449,           0.0062962,           0.0068556,            0.004654,            0.004654,            0.004654
                 110,            0.029475,           0.0097076,           0.0046955,             0.92364,             0.84284,             0.94924,             0.57137,            0.027139,           0.0061613,           0.0056601,           0.0046045,           0.0046045,           0.0046045
                 111,            0.028232,           0.0094671,           0.0044406,             0.96111,             0.81491,             0.88407,             0.56526,            0.027721,           0.0061821,           0.0060381,            0.004555,            0.004555,            0.004555
                 112,            0.028631,           0.0094663,           0.0042409,             0.95061,             0.83266,             0.87625,             0.55702,            0.027349,           0.0060905,           0.0063584,           0.0045055,           0.0045055,           0.0045055
                 113,            0.028331,           0.0095505,             0.00491,             0.94553,             0.78249,             0.84597,              0.5462,            0.027786,           0.0066928,           0.0099414,            0.004456,            0.004456,            0.004456
                 114,            0.028424,           0.0096375,           0.0047723,             0.95849,             0.83132,              0.8769,             0.56517,            0.027238,           0.0063828,           0.0069804,           0.0044065,           0.0044065,           0.0044065
                 115,              0.0281,           0.0097964,           0.0042705,                0.95,             0.83359,             0.87658,             0.54529,            0.027676,           0.0064254,           0.0068601,            0.004357,            0.004357,            0.004357
                 116,            0.027472,           0.0095073,           0.0046106,             0.95731,             0.84252,             0.87718,              0.5639,            0.027279,           0.0062777,           0.0064088,           0.0043075,           0.0043075,           0.0043075
                 117,            0.027978,           0.0094246,           0.0043766,             0.95397,             0.84146,             0.88157,             0.57176,             0.02667,           0.0062261,           0.0062111,            0.004258,            0.004258,            0.004258
                 118,            0.027357,           0.0097282,           0.0048118,             0.96272,             0.82389,             0.87433,             0.57132,            0.026727,           0.0064387,           0.0076358,           0.0042085,           0.0042085,           0.0042085
                 119,            0.028284,           0.0096534,           0.0036932,             0.95539,             0.82644,             0.87817,             0.56807,            0.027373,           0.0064528,           0.0073647,            0.004159,            0.004159,            0.004159
                 120,            0.027474,            0.009761,           0.0042263,             0.95423,             0.84163,             0.87997,             0.56682,            0.027289,           0.0064083,           0.0064487,           0.0041095,           0.0041095,           0.0041095
                 121,            0.027483,           0.0092355,           0.0037672,             0.94779,             0.82569,             0.94508,             0.59379,            0.027405,           0.0062204,           0.0062734,             0.00406,             0.00406,             0.00406
                 122,            0.027106,           0.0092539,             0.00393,             0.94303,             0.83807,             0.88414,             0.56603,            0.027232,           0.0061475,           0.0060214,           0.0040105,           0.0040105,           0.0040105
                 123,            0.027342,           0.0095918,           0.0041119,             0.94957,             0.84917,             0.94686,             0.59038,             0.02728,           0.0060829,           0.0068623,            0.003961,            0.003961,            0.003961
                 124,             0.02719,           0.0091966,           0.0046082,              0.9487,             0.84595,             0.92251,             0.58984,            0.026768,           0.0061801,           0.0065037,           0.0039115,           0.0039115,           0.0039115
                 125,            0.026584,            0.009155,            0.003653,             0.86278,             0.91209,             0.92423,             0.59891,            0.026815,           0.0060466,           0.0054859,            0.003862,            0.003862,            0.003862
                 126,            0.027441,           0.0089363,           0.0036558,             0.95013,             0.85433,             0.88661,             0.56531,            0.026593,           0.0060048,           0.0056654,           0.0038125,           0.0038125,           0.0038125
                 127,            0.026002,           0.0090715,           0.0033111,             0.95015,             0.85355,             0.87812,             0.56363,            0.026864,           0.0062631,           0.0058112,            0.003763,            0.003763,            0.003763
                 128,            0.027079,           0.0092355,           0.0044231,              0.9578,             0.83434,             0.87446,             0.55598,            0.027079,           0.0063627,           0.0059605,           0.0037135,           0.0037135,           0.0037135
                 129,            0.026657,           0.0094431,           0.0040145,             0.94266,             0.82801,             0.87402,             0.56063,             0.02671,           0.0062405,            0.005555,            0.003664,            0.003664,            0.003664
                 130,            0.026334,           0.0092964,           0.0035862,             0.95475,             0.82337,              0.8762,             0.55644,            0.026614,           0.0062929,           0.0061373,           0.0036145,           0.0036145,           0.0036145
                 131,            0.027082,           0.0091411,           0.0043471,             0.95366,             0.81756,              0.8777,             0.56337,            0.027143,           0.0063687,           0.0045186,            0.003565,            0.003565,            0.003565
                 132,            0.027619,           0.0090148,           0.0037197,             0.94153,             0.82495,             0.87635,             0.56175,            0.027138,           0.0063404,           0.0059359,           0.0035155,           0.0035155,           0.0035155
                 133,            0.026124,           0.0087975,           0.0034463,             0.95391,             0.83565,             0.88822,             0.55945,            0.027239,           0.0062133,           0.0049244,            0.003466,            0.003466,            0.003466
                 134,            0.026079,           0.0088823,           0.0038102,             0.94885,             0.83356,             0.88088,             0.55803,            0.027063,           0.0062527,           0.0060812,           0.0034165,           0.0034165,           0.0034165
                 135,             0.02632,           0.0090832,           0.0035553,             0.94127,             0.82581,             0.88296,              0.5575,            0.027106,           0.0063855,            0.006899,            0.003367,            0.003367,            0.003367
                 136,            0.025715,           0.0088123,           0.0032708,             0.96033,             0.84056,             0.95357,             0.59767,            0.027149,           0.0062567,            0.007008,           0.0033175,           0.0033175,           0.0033175
                 137,            0.026617,           0.0087654,           0.0040973,             0.97041,              0.8334,             0.95342,             0.58813,             0.02714,           0.0063784,           0.0076043,            0.003268,            0.003268,            0.003268
                 138,            0.026571,           0.0089722,           0.0037542,             0.96439,             0.83467,             0.94966,             0.58303,            0.027295,           0.0063017,            0.007102,           0.0032185,           0.0032185,           0.0032185
                 139,            0.026047,           0.0088724,             0.00384,             0.96978,             0.82837,             0.88184,             0.56424,            0.026956,           0.0060769,           0.0070106,            0.003169,            0.003169,            0.003169
                 140,            0.026098,           0.0090047,           0.0040522,             0.97247,             0.82916,             0.88394,             0.56996,            0.027121,           0.0061883,            0.007071,           0.0031195,           0.0031195,           0.0031195
                 141,            0.026562,           0.0091219,            0.003674,             0.97021,              0.8326,             0.95503,             0.63689,            0.026632,           0.0061866,           0.0066063,             0.00307,             0.00307,             0.00307
                 142,            0.025139,            0.009215,           0.0032608,             0.96234,             0.83835,             0.92109,             0.59753,            0.026417,           0.0061585,           0.0075448,           0.0030205,           0.0030205,           0.0030205
                 143,            0.025838,           0.0085995,           0.0038024,             0.96168,             0.84223,             0.88161,             0.57175,            0.026612,           0.0062787,           0.0066551,            0.002971,            0.002971,            0.002971
                 144,            0.026175,           0.0088882,           0.0034307,             0.96503,             0.84554,             0.88241,             0.57067,            0.026403,           0.0062718,           0.0067388,           0.0029215,           0.0029215,           0.0029215
                 145,            0.025563,           0.0084998,           0.0039498,             0.96927,             0.83687,             0.88233,             0.57947,            0.026235,           0.0061759,           0.0070894,            0.002872,            0.002872,            0.002872
                 146,            0.025498,           0.0087863,           0.0028412,             0.95534,             0.85098,             0.88567,              0.5906,            0.025877,           0.0063045,           0.0064921,           0.0028225,           0.0028225,           0.0028225
                 147,            0.025435,           0.0088156,           0.0033634,             0.95992,             0.84962,              0.8882,             0.58108,            0.026276,           0.0062005,           0.0062708,            0.002773,            0.002773,            0.002773
                 148,            0.025457,           0.0086448,           0.0035511,             0.96786,             0.84737,             0.89441,              0.5707,            0.026664,           0.0061246,            0.005527,           0.0027235,           0.0027235,           0.0027235
                 149,            0.024435,           0.0088699,           0.0034606,             0.96764,             0.85248,             0.89023,             0.56682,            0.026521,           0.0061619,           0.0048187,            0.002674,            0.002674,            0.002674
                 150,            0.025131,           0.0084453,           0.0028214,             0.95286,             0.85346,             0.88854,             0.58693,            0.026568,           0.0062068,            0.004475,           0.0026245,           0.0026245,           0.0026245
                 151,            0.024787,           0.0083843,           0.0026305,             0.96671,             0.83349,             0.88739,             0.58609,            0.026527,           0.0062552,           0.0052829,            0.002575,            0.002575,            0.002575
                 152,            0.024737,            0.008898,            0.002758,             0.93849,             0.85947,             0.88945,              0.5842,            0.026256,            0.006233,           0.0060082,           0.0025255,           0.0025255,           0.0025255
                 153,            0.025539,           0.0086072,           0.0034571,             0.92749,             0.84871,             0.87099,             0.57924,            0.026328,           0.0063854,           0.0065442,            0.002476,            0.002476,            0.002476
                 154,            0.025316,           0.0085403,           0.0030896,             0.96428,             0.81614,             0.87263,             0.57757,            0.026429,           0.0062862,           0.0057485,           0.0024265,           0.0024265,           0.0024265
                 155,            0.024701,           0.0084295,            0.003249,             0.96393,             0.82101,             0.87794,             0.56443,            0.026716,           0.0063289,           0.0060523,            0.002377,            0.002377,            0.002377
                 156,            0.024894,           0.0085257,            0.003073,             0.95747,             0.81833,             0.87139,             0.56194,            0.026935,           0.0063932,           0.0067862,           0.0023275,           0.0023275,           0.0023275
                 157,             0.02469,           0.0084119,           0.0029204,             0.96841,             0.83119,             0.88209,             0.57406,            0.026432,           0.0061532,           0.0068475,            0.002278,            0.002278,            0.002278
                 158,            0.024403,           0.0089682,           0.0029911,             0.95059,             0.83433,             0.87495,             0.56208,            0.026873,           0.0063735,           0.0076847,           0.0022285,           0.0022285,           0.0022285
                 159,            0.024055,           0.0082667,           0.0029658,             0.95875,             0.84401,              0.8861,             0.57778,             0.02655,             0.00623,           0.0071703,            0.002179,            0.002179,            0.002179
